,AIRPORTS,MONTH,YEAR,PAX,MOVEMENTS,CARGO (KG)
3371,MELILLA,10,2015,27193,737,11740
3372,MENORCA,10,2015,185040,2136,105415
3373,MURCIA-SAN JAVIER,10,2015,115981,846,0
3374,PALMA DE MALLORCA,10,2015,2371855,17794,1016968
3375,PAMPLONA,10,2015,13388,501,0
3376,REUS,10,2015,59322,1291,0
3377,SABADELL,10,2015,321,2601,0
3378,SALAMANCA,10,2015,2865,692,0
3379,SAN SEBASTIAN,10,2015,24620,664,629
3380,SANTIAGO-ROSALIA DE CASTRO,10,2015,210266,1788,223207
3381,SEVE BALLESTEROS-SANTANDER,10,2015,85613,944,0
3382,SEVILLA,10,2015,395850,4059,519022
3383,SON BONET,10,2015,345,984,0
3384,TENERIFE NORTE-C. LA LAGUNA,10,2015,331108,4435,1176087
3385,TENERIFE SUR,10,2015,819511,5050,259594
3386,VALENCIA,10,2015,463152,5156,1269861
3387,VALLADOLID,10,2015,22770,511,30728
3388,VIGO,10,2015,64302,835,54202
3389,VITORIA,10,2015,602,597,4335474
3390,ZARAGOZA,10,2015,33051,596,9166018
3391,A CORUÑA,11,2015,80866,1112,12780
3392,ADOLFO SUAREZ MADRID-BARAJAS,11,2015,3679424,29548,34667960
3393,ALBACETE,11,2015,247,67,0
3394,ALICANTE-ELCHE,11,2015,645520,4882,436019
3395,ALMERIA,11,2015,33605,730,318
3396,ASTURIAS,11,2015,73177,705,2802
3397,BADAJOZ,11,2015,184,39,0
3398,BARCELONA-EL PRAT J.T.,11,2015,2788922,20580,10726796
3399,BILBAO,11,2015,307195,3332,239630
3400,BURGOS,11,2015,240,103,0
3401,CEUTA-HELIPUERTO,11,2015,84,20,0
3402,CORDOBA,11,2015,743,604,0
3403,EL HIERRO,11,2015,11936,302,6071
3404,FGL GRANADA-JAEN,11,2015,54472,955,16
3405,FUERTEVENTURA,11,2015,432201,3308,94195
3406,GIRONA-COSTA BRAVA,11,2015,62622,994,2118
3407,GRAN CANARIA,11,2015,1024016,9276,1635544
3408,HUESCA-PIRINEOS,11,2015,0,326,0
3409,IBIZA,11,2015,136149,1979,110202
3410,JEREZ DE LA FRONTERA,11,2015,42263,3642,0
3411,LA GOMERA,11,2015,2815,146,95
3412,LA PALMA,11,2015,81312,1261,49401
3413,LANZAROTE-CESAR MANRIQUE,11,2015,497330,4081,148342
3414,LEON,11,2015,939,83,0
3415,LOGROÑO,11,2015,1115,85,0
3416,MADRID-CUATRO VIENTOS,11,2015,199,3071,0
3417,MALAGA-COSTA DEL SOL,11,2015,799691,6546,184395
3418,MELILLA,11,2015,23926,679,12761
3419,MENORCA,11,2015,56903,1224,102404
3420,MURCIA-SAN JAVIER,11,2015,25034,265,50
3421,PALMA DE MALLORCA,11,2015,761464,7460,785660
3422,PAMPLONA,11,2015,10536,386,6
3423,REUS,11,2015,7980,870,0
3424,SABADELL,11,2015,273,2598,0
3425,SALAMANCA,11,2015,135,542,0
3426,SAN SEBASTIAN,11,2015,19265,522,0
3427,SANTIAGO-ROSALIA DE CASTRO,11,2015,149293,1415,207605
3428,SEVE BALLESTEROS-SANTANDER,11,2015,48587,718,0
3429,SEVILLA,11,2015,318751,4056,521182
3430,SON BONET,11,2015,159,727,0
3431,TENERIFE NORTE-C. LA LAGUNA,11,2015,301296,4513,999227
3432,TENERIFE SUR,11,2015,847654,5338,288582
3433,VALENCIA,11,2015,343126,4391,1145944
3434,VALLADOLID,11,2015,12982,300,16268
3435,VIGO,11,2015,54150,701,32823
3436,VITORIA,11,2015,1114,575,4385647
3437,ZARAGOZA,11,2015,23726,491,7968688
3438,A CORUÑA,12,2015,80963,1025,17420
3439,ADOLFO SUAREZ MADRID-BARAJAS,12,2015,3650402,29247,34043489
3440,ALBACETE,12,2015,120,39,0
3441,ALGECIRAS-HELIPUERTO,12,2015,0,0,0
3442,ALICANTE-ELCHE,12,2015,609048,4847,432275
3443,ALMERIA,12,2015,30080,638,14313
3444,ASTURIAS,12,2015,86544,905,5272
3445,BADAJOZ,12,2015,390,26,0
3446,BARCELONA-EL PRAT J.T.,12,2015,2604757,19940,10520226
3447,BILBAO,12,2015,295520,3059,233406
3448,BURGOS,12,2015,296,125,0
3449,CEUTA-HELIPUERTO,12,2015,98,28,0
3450,CORDOBA,12,2015,582,518,0
3451,EL HIERRO,12,2015,11605,297,6405
3452,FGL GRANADA-JAEN,12,2015,57984,926,204
3453,FUERTEVENTURA,12,2015,398909,3408,91188
3454,GIRONA-COSTA BRAVA,12,2015,48346,722,320
3455,GRAN CANARIA,12,2015,1050937,9709,1729592
3456,HUESCA-PIRINEOS,12,2015,131,392,0
3457,IBIZA,12,2015,139614,2040,117208
3458,JEREZ DE LA FRONTERA,12,2015,28246,2284,0
3459,LA GOMERA,12,2015,2679,166,32
3460,LA PALMA,12,2015,84976,1287,56478
3461,LANZAROTE-CESAR MANRIQUE,12,2015,473346,4120,160876
3462,LEON,12,2015,2562,108,0
3463,LOGROÑO,12,2015,1039,72,0
3464,MADRID-CUATRO VIENTOS,12,2015,320,2958,0
3465,MALAGA-COSTA DEL SOL,12,2015,754337,6307,154724
3466,MELILLA,12,2015,25095,628,14766
3467,MENORCA,12,2015,62707,1220,96777
3468,MURCIA-SAN JAVIER,12,2015,18207,217,0
3469,PALMA DE MALLORCA,12,2015,676454,6842,846444
3470,PAMPLONA,12,2015,9987,339,33
3471,REUS,12,2015,7869,727,0
3472,SABADELL,12,2015,310,2263,0
3473,SALAMANCA,12,2015,141,409,0
3474,SAN SEBASTIAN,12,2015,17009,504,0
3475,SANTIAGO-ROSALIA DE CASTRO,12,2015,164380,1452,231465
3476,SEVE BALLESTEROS-SANTANDER,12,2015,44995,698,0
3477,SEVILLA,12,2015,317735,3326,619624
3478,SON BONET,12,2015,158,948,0
3479,TENERIFE NORTE-C. LA LAGUNA,12,2015,329233,4550,992775
3480,TENERIFE SUR,12,2015,828901,5600,282854
3481,VALENCIA,12,2015,329570,4324,1057163
3482,VALLADOLID,12,2015,12517,256,250
3483,VIGO,12,2015,56772,703,43445
3484,VITORIA,12,2015,1112,576,4372909
3485,ZARAGOZA,12,2015,33019,528,6635925
3486,A CORUÑA,1,2016,71956,1007,11519
3487,ADOLFO SUAREZ MADRID-BARAJAS,1,2016,3516501,28709,30196727
3488,ALBACETE,1,2016,189,46,0
3489,ALGECIRAS-HELIPUERTO,1,2016,12,8,0
3490,ALICANTE-ELCHE,1,2016,593149,4618,380707
3491,ALMERIA,1,2016,30159,593,290
3492,ASTURIAS,1,2016,70804,747,4290
3493,BADAJOZ,1,2016,138,48,0
3494,BARCELONA-EL PRAT J.T.,1,2016,2517214,19332,9323556
3495,BILBAO,1,2016,260236,2926,214420
3496,BURGOS,1,2016,110,44,0
3497,CEUTA-HELIPUERTO,1,2016,78,18,0
3498,CORDOBA,1,2016,503,434,0
3499,EL HIERRO,1,2016,11711,295,6220
3500,FGL GRANADA-JAEN,1,2016,53599,786,326
3501,FUERTEVENTURA,1,2016,422516,3445,75786
3502,GIRONA-COSTA BRAVA,1,2016,47284,796,0
3503,GRAN CANARIA,1,2016,1080215,9807,1499969
3504,HUESCA-PIRINEOS,1,2016,4,307,0
3505,IBIZA,1,2016,126758,1995,100458
3506,JEREZ DE LA FRONTERA,1,2016,26435,2819,0
3507,LA GOMERA,1,2016,2788,152,85
3508,LA PALMA,1,2016,82400,1244,61440
3509,LANZAROTE-CESAR MANRIQUE,1,2016,494164,4131,134315
3510,LEON,1,2016,1678,82,0
3511,LOGROÑO,1,2016,923,77,0
3512,MADRID-CUATRO VIENTOS,1,2016,141,1756,0
3513,MALAGA-COSTA DEL SOL,1,2016,732499,6321,153854
3514,MELILLA,1,2016,23221,673,11861
3515,MENORCA,1,2016,53795,1120,83932
3516,MURCIA-SAN JAVIER,1,2016,19573,228,0
3517,PALMA DE MALLORCA,1,2016,613548,6509,680524
3518,PAMPLONA,1,2016,9474,324,1662
3519,REUS,1,2016,5549,761,0
3520,SABADELL,1,2016,330,2401,0
3521,SALAMANCA,1,2016,132,290,0
3522,SAN SEBASTIAN,1,2016,15859,452,0
3523,SANTIAGO-ROSALIA DE CASTRO,1,2016,148250,1400,163935
3524,SEVE BALLESTEROS-SANTANDER,1,2016,42815,580,0
3525,SEVILLA,1,2016,288509,3179,436604
3526,SON BONET,1,2016,122,670,0
3527,TENERIFE NORTE-C. LA LAGUNA,1,2016,304249,4434,895962
3528,TENERIFE SUR,1,2016,880098,5795,262751
3529,VALENCIA,1,2016,307717,4025,935923
3530,VALLADOLID,1,2016,11487,195,3085
3531,VIGO,1,2016,61875,762,47859
3532,VITORIA,1,2016,1124,481,3705652
3533,ZARAGOZA,1,2016,27076,468,6867883
3534,A CORUÑA,2,2016,73096,1063,13820
3535,ADOLFO SUAREZ MADRID-BARAJAS,2,2016,3463758,27878,32430104
3536,ALBACETE,2,2016,209,61,0
3537,ALGECIRAS-HELIPUERTO,2,2016,34,16,0
3538,ALICANTE-ELCHE,2,2016,610441,4496,472500
3539,ALMERIA,2,2016,48325,765,216
3540,ASTURIAS,2,2016,71311,662,2820
3541,BADAJOZ,2,2016,991,66,0
3542,BARCELONA-EL PRAT J.T.,2,2016,2672189,19843,10428610
3543,BILBAO,2,2016,281768,3135,215210
3544,BURGOS,2,2016,189,72,0
3545,CEUTA-HELIPUERTO,2,2016,301,91,0
3546,CORDOBA,2,2016,449,388,0
3547,EL HIERRO,2,2016,11353,278,6123
3548,FGL GRANADA-JAEN,2,2016,54135,864,1373
3549,FUERTEVENTURA,2,2016,433162,3325,75415
3550,GIRONA-COSTA BRAVA,2,2016,51681,915,9658
3551,GRAN CANARIA,2,2016,1036754,9230,1467696
3552,HUESCA-PIRINEOS,2,2016,8,336,0
3553,IBIZA,2,2016,128862,1815,105383
3554,JEREZ DE LA FRONTERA,2,2016,33771,3240,0
3555,LA GOMERA,2,2016,2242,114,3
3556,LA PALMA,2,2016,84511,1309,56000
3557,LANZAROTE-CESAR MANRIQUE,2,2016,489353,3954,134082
3558,LEON,2,2016,1319,88,0
3559,LOGROÑO,2,2016,1039,72,0
3560,MADRID-CUATRO VIENTOS,2,2016,112,2207,0
3561,MALAGA-COSTA DEL SOL,2,2016,794683,6326,170855
3562,MELILLA,2,2016,23046,627,11399
3563,MENORCA,2,2016,63855,1174,105777
3564,MURCIA-SAN JAVIER,2,2016,19483,223,0
3565,PALMA DE MALLORCA,2,2016,709107,6817,731927
3566,PAMPLONA,2,2016,11292,354,8
3567,REUS,2,2016,5561,885,0
3568,SABADELL,2,2016,310,2341,0
3569,SALAMANCA,2,2016,334,416,0
3570,SAN SEBASTIAN,2,2016,18281,476,140
3571,SANTIAGO-ROSALIA DE CASTRO,2,2016,152852,1401,178861
3572,SEVE BALLESTEROS-SANTANDER,2,2016,47292,643,0
3573,SEVILLA,2,2016,311918,3178,497864
3574,SON BONET,2,2016,152,691,0
3575,TENERIFE NORTE-C. LA LAGUNA,2,2016,304700,4209,848053
3576,TENERIFE SUR,2,2016,869217,5541,229354
3577,VALENCIA,2,2016,328246,4217,1032610
3578,VALLADOLID,2,2016,12554,243,12857
3579,VIGO,2,2016,61208,765,95351
3580,VITORIA,2,2016,668,524,4237707
3581,ZARAGOZA,2,2016,27089,496,7793446
3582,A CORUÑA,3,2016,82118,1174,18167
3583,ADOLFO SUAREZ MADRID-BARAJAS,3,2016,3989219,30497,34964148
3584,ALBACETE,3,2016,42,15,0
3585,ALGECIRAS-HELIPUERTO,3,2016,10,6,0
3586,ALICANTE-ELCHE,3,2016,837094,5905,479231
3587,ALMERIA,3,2016,71431,876,316
3588,ASTURIAS,3,2016,96898,879,6002
3589,BADAJOZ,3,2016,2690,123,0
3590,BARCELONA-EL PRAT J.T.,3,2016,3301423,23379,11486354
3591,BILBAO,3,2016,359845,3614,249472
3592,BURGOS,3,2016,259,80,0
3593,CEUTA-HELIPUERTO,3,2016,246,78,0
3594,CORDOBA,3,2016,568,538,0
3595,EL HIERRO,3,2016,13292,298,6179
3596,FGL GRANADA-JAEN,3,2016,68332,924,789
3597,FUERTEVENTURA,3,2016,485101,3874,81813
3598,GIRONA-COSTA BRAVA,3,2016,76025,1110,3160
3599,GRAN CANARIA,3,2016,1141687,10402,1493665
3600,HUESCA-PIRINEOS,3,2016,2,388,0
3601,IBIZA,3,2016,194460,2610,126305
3602,JEREZ DE LA FRONTERA,3,2016,56572,3928,0
3603,LA GOMERA,3,2016,3095,146,54
3604,LA PALMA,3,2016,98283,1404,47981
3605,LANZAROTE-CESAR MANRIQUE,3,2016,563579,4678,153185
3606,LEON,3,2016,2027,132,0
3607,LOGROÑO,3,2016,1584,90,0
3608,MADRID-CUATRO VIENTOS,3,2016,177,3186,0
3609,MALAGA-COSTA DEL SOL,3,2016,1096140,8425,161497
3610,MELILLA,3,2016,26075,706,11175
3611,MENORCA,3,2016,95554,1495,122963
3612,MURCIA-SAN JAVIER,3,2016,51029,445,0
3613,PALMA DE MALLORCA,3,2016,1199459,10258,766326
3614,PAMPLONA,3,2016,12034,390,0
3615,REUS,3,2016,11148,758,0
3616,SABADELL,3,2016,362,2744,0
3617,SALAMANCA,3,2016,2635,711,114
3618,SAN SEBASTIAN,3,2016,20156,502,0
3619,SANTIAGO-ROSALIA DE CASTRO,3,2016,197506,1730,191377
3620,SEVE BALLESTEROS-SANTANDER,3,2016,54785,694,0
3621,SEVILLA,3,2016,381706,3768,592857
3622,SON BONET,3,2016,313,972,0
3623,TENERIFE NORTE-C. LA LAGUNA,3,2016,359232,4849,1200905
3624,TENERIFE SUR,3,2016,956030,5892,236577
3625,VALENCIA,3,2016,421621,4717,1034815
3626,VALLADOLID,3,2016,20703,362,4097
3627,VIGO,3,2016,71076,832,45635
3628,VITORIA,3,2016,6124,571,4420533
3629,ZARAGOZA,3,2016,39601,588,8547329
3630,A CORUÑA,4,2016,82308,1304,17571
3631,ADOLFO SUAREZ MADRID-BARAJAS,4,2016,3937147,30867,34657044
3632,ALBACETE,4,2016,30,11,0
3633,ALGECIRAS-HELIPUERTO,4,2016,10,10,0
3634,ALICANTE-ELCHE,4,2016,1018755,7335,472657
3635,ALMERIA,4,2016,78829,1037,30063
3636,ASTURIAS,4,2016,101312,948,2804
3637,BADAJOZ,4,2016,2765,151,0
3638,BARCELONA-EL PRAT J.T.,4,2016,3622362,26572,12180724
3639,BILBAO,4,2016,375725,3847,261760
3640,BURGOS,4,2016,315,107,0
3641,CEUTA-HELIPUERTO,4,2016,207,65,0
3642,CORDOBA,4,2016,606,624,0
3643,EL HIERRO,4,2016,11118,283,5723
3644,FGL GRANADA-JAEN,4,2016,65723,892,857
3645,FUERTEVENTURA,4,2016,474219,3857,77490
3646,GIRONA-COSTA BRAVA,4,2016,140128,1439,370
3647,GRAN CANARIA,4,2016,965501,9415,1611604
3648,HUESCA-PIRINEOS,4,2016,30,353,0
3649,IBIZA,4,2016,341394,3954,150656
3650,JEREZ DE LA FRONTERA,4,2016,80861,3979,38
3651,LA GOMERA,4,2016,2693,158,64
3652,LA PALMA,4,2016,88159,1383,56293
3653,LANZAROTE-CESAR MANRIQUE,4,2016,527642,4501,145195
3654,LEON,4,2016,2550,106,0
3655,LOGROÑO,4,2016,1285,98,0
3656,MADRID-CUATRO VIENTOS,4,2016,200,2723,0
3657,MALAGA-COSTA DEL SOL,4,2016,1446131,10536,215798
3658,MELILLA,4,2016,25973,697,11318
3659,MENORCA,4,2016,109165,1582,106082
3660,MURCIA-SAN JAVIER,4,2016,118058,894,0
3661,PALMA DE MALLORCA,4,2016,1801447,14239,859069
3662,PAMPLONA,4,2016,12547,414,0
3663,REUS,4,2016,27692,954,0
3664,SABADELL,4,2016,376,2699,0
3665,SALAMANCA,4,2016,1616,713,0
3666,SAN SEBASTIAN,4,2016,23247,599,532
3667,SANTIAGO-ROSALIA DE CASTRO,4,2016,206207,1757,189213
3668,SEVE BALLESTEROS-SANTANDER,4,2016,66647,817,499
3669,SEVILLA,4,2016,426634,4113,903261
3670,SON BONET,4,2016,304,1036,0
3671,TENERIFE NORTE-C. LA LAGUNA,4,2016,322614,4468,1063732
3672,TENERIFE SUR,4,2016,874527,5629,198821
3673,VALENCIA,4,2016,468740,5149,1102664
3674,VALLADOLID,4,2016,27516,375,3956
3675,VIGO,4,2016,74788,894,26127
3676,VITORIA,4,2016,10663,639,4545002
3677,ZARAGOZA,4,2016,34878,588,9138393
3678,A CORUÑA,5,2016,90855,1292,18414
3679,ADOLFO SUAREZ MADRID-BARAJAS,5,2016,4291949,33054,33313272
3680,ALBACETE,5,2016,11,6,0
3681,ALGECIRAS-HELIPUERTO,5,2016,26,10,0
3682,ALICANTE-ELCHE,5,2016,1136255,7940,539134
3683,ALMERIA,5,2016,87007,1191,0
3684,ASTURIAS,5,2016,110610,1031,4521
3685,BADAJOZ,5,2016,3546,131,0
3686,BARCELONA-EL PRAT J.T.,5,2016,4049108,28403,11456620
3687,BILBAO,5,2016,407552,4024,281014
3688,BURGOS,5,2016,401,138,0
3689,CEUTA-HELIPUERTO,5,2016,116,29,0
3690,CORDOBA,5,2016,677,700,0
3691,EL HIERRO,5,2016,12732,297,5679
3692,FGL GRANADA-JAEN,5,2016,72180,1040,185
3693,FUERTEVENTURA,5,2016,428342,3608,82326
3694,GIRONA-COSTA BRAVA,5,2016,176136,1963,6269
3695,GRAN CANARIA,5,2016,834817,8535,1559006
3696,HUESCA-PIRINEOS,5,2016,10,539,0
3697,IBIZA,5,2016,770602,7152,193562
3698,JEREZ DE LA FRONTERA,5,2016,101183,4503,0
3699,LA GOMERA,5,2016,3051,142,133
3700,LA PALMA,5,2016,92136,1429,52393
3701,LANZAROTE-CESAR MANRIQUE,5,2016,524184,4379,141889
3702,LEON,5,2016,3663,112,0
3703,LOGROÑO,5,2016,1566,132,0
3704,MADRID-CUATRO VIENTOS,5,2016,137,3445,0
3705,MALAGA-COSTA DEL SOL,5,2016,1626519,11814,224491
3706,MELILLA,5,2016,27939,754,13555
3707,MENORCA,5,2016,285336,2747,118994
3708,MURCIA-SAN JAVIER,5,2016,129382,977,0
3709,PALMA DE MALLORCA,5,2016,2924082,21278,1023019
3710,PAMPLONA,5,2016,13627,489,0
3711,REUS,5,2016,90687,1317,0
3712,SABADELL,5,2016,313,3342,0
3713,SALAMANCA,5,2016,2896,1066,0
3714,SAN SEBASTIAN,5,2016,27358,657,98
3715,SANTIAGO-ROSALIA DE CASTRO,5,2016,230112,1995,184023
3716,SEVE BALLESTEROS-SANTANDER,5,2016,70911,886,0
3717,SEVILLA,5,2016,439465,4287,527061
3718,SON BONET,5,2016,424,1268,0
3719,TENERIFE NORTE-C. LA LAGUNA,5,2016,377876,4905,1254390
3720,TENERIFE SUR,5,2016,721337,4513,196161
3721,VALENCIA,5,2016,515049,5536,1138669
3722,VALLADOLID,5,2016,25680,409,60
3723,VIGO,5,2016,82470,947,27307
3724,VITORIA,5,2016,8363,643,4687996
3725,ZARAGOZA,5,2016,33585,557,7503232
3726,A CORUÑA,6,2016,98831,1358,14654
3727,ADOLFO SUAREZ MADRID-BARAJAS,6,2016,4413251,32939,32201569
3728,ALBACETE,6,2016,72,28,0
3729,ALGECIRAS-HELIPUERTO,6,2016,11,4,0
3730,ALICANTE-ELCHE,6,2016,1242372,8634,533976
3731,ALMERIA,6,2016,100674,1141,124
3732,ASTURIAS,6,2016,122297,1093,5546
3733,BADAJOZ,6,2016,2904,192,0
3734,BARCELONA-EL PRAT J.T.,6,2016,4197822,28868,11157553
3735,BILBAO,6,2016,435156,4123,285722
3736,BURGOS,6,2016,640,245,350
3737,CEUTA-HELIPUERTO,6,2016,80,21,0
3738,CORDOBA,6,2016,685,781,0
3739,EL HIERRO,6,2016,12334,304,5719
3740,FGL GRANADA-JAEN,6,2016,66203,1155,7
3741,FUERTEVENTURA,6,2016,437552,3550,77853
3742,GIRONA-COSTA BRAVA,6,2016,205739,2453,5525
3743,GRAN CANARIA,6,2016,847400,8390,1487966
3744,HUESCA-PIRINEOS,6,2016,6,571,0
3745,IBIZA,6,2016,1067136,9434,208579
3746,JEREZ DE LA FRONTERA,6,2016,100825,5279,85
3747,LA GOMERA,6,2016,3178,156,67
3748,LA PALMA,6,2016,84847,1319,42235
3749,LANZAROTE-CESAR MANRIQUE,6,2016,537361,4489,133980
3750,LEON,6,2016,2508,152,0
3751,LOGROÑO,6,2016,1642,125,0
3752,MADRID-CUATRO VIENTOS,6,2016,176,3612,0
3753,MALAGA-COSTA DEL SOL,6,2016,1688474,12095,240886
3754,MELILLA,6,2016,25888,724,12904
3755,MENORCA,6,2016,459674,3821,133802
3756,MURCIA-SAN JAVIER,6,2016,132507,993,0
3757,PALMA DE MALLORCA,6,2016,3360448,23536,1029613
3758,PAMPLONA,6,2016,15038,583,0
3759,REUS,6,2016,135265,1656,0
3760,SABADELL,6,2016,462,3473,0
3761,SALAMANCA,6,2016,2045,1063,0
3762,SAN SEBASTIAN,6,2016,27241,700,0
3763,SANTIAGO-ROSALIA DE CASTRO,6,2016,225313,1886,190223
3764,SEVE BALLESTEROS-SANTANDER,6,2016,75895,957,126
3765,SEVILLA,6,2016,407611,4262,540812
3766,SON BONET,6,2016,316,1427,0
3767,TENERIFE NORTE-C. LA LAGUNA,6,2016,362222,4783,1286702
3768,TENERIFE SUR,6,2016,741700,4687,184832
3769,VALENCIA,6,2016,535174,5845,1133057
3770,VALLADOLID,6,2016,18470,441,2195
3771,VIGO,6,2016,89080,1018,23188
3772,VITORIA,6,2016,3950,644,4632629
3773,ZARAGOZA,6,2016,37161,652,6688761
3774,A CORUÑA,7,2016,104349,1605,13581
3775,ADOLFO SUAREZ MADRID-BARAJAS,7,2016,4905692,34476,33894904
3776,ALBACETE,7,2016,66,22,0
3777,ALGECIRAS-HELIPUERTO,7,2016,26,13,0
3778,ALICANTE-ELCHE,7,2016,1463623,9914,395089
3779,ALMERIA,7,2016,118562,1272,380
3780,ASTURIAS,7,2016,142888,1324,3398
3781,BADAJOZ,7,2016,4068,161,0
3782,BARCELONA-EL PRAT J.T.,7,2016,4668322,30929,10857001
3783,BILBAO,7,2016,500937,4481,251019
3784,BURGOS,7,2016,521,209,0
3785,CEUTA-HELIPUERTO,7,2016,88,22,0
3786,CORDOBA,7,2016,660,688,0
3787,EL HIERRO,7,2016,13971,336,5802
3788,FGL GRANADA-JAEN,7,2016,65587,1139,140
3789,FUERTEVENTURA,7,2016,517296,4132,72956
3790,GIRONA-COSTA BRAVA,7,2016,258766,2663,3222
3791,GRAN CANARIA,7,2016,986194,9040,1551568
3792,HUESCA-PIRINEOS,7,2016,13,478,0
3793,IBIZA,7,2016,1313056,12730,206882
3794,JEREZ DE LA FRONTERA,7,2016,104812,5203,41
3795,LA GOMERA,7,2016,4207,213,312
3796,LA PALMA,7,2016,97568,1433,35488
3797,LANZAROTE-CESAR MANRIQUE,7,2016,630303,4844,128204
3798,LEON,7,2016,4725,226,0
3799,LOGROÑO,7,2016,1482,178,0
3800,MADRID-CUATRO VIENTOS,7,2016,253,3993,0
3801,MALAGA-COSTA DEL SOL,7,2016,1967271,14131,184708
3802,MELILLA,7,2016,32628,750,11427
3803,MENORCA,7,2016,632939,5152,149292
3804,MURCIA-SAN JAVIER,7,2016,150031,1051,0
3805,PALMA DE MALLORCA,7,2016,3952184,27583,1025258
3806,PAMPLONA,7,2016,16683,545,50
3807,REUS,7,2016,167641,1952,0
3808,SABADELL,7,2016,448,3800,0
3809,SALAMANCA,7,2016,1549,866,0
3810,SAN SEBASTIAN,7,2016,25748,681,480
3811,SANTIAGO-ROSALIA DE CASTRO,7,2016,261529,2094,157685
3812,SEVE BALLESTEROS-SANTANDER,7,2016,86472,1055,0
3813,SEVILLA,7,2016,410859,4069,523591
3814,SON BONET,7,2016,447,1610,0
3815,TENERIFE NORTE-C. LA LAGUNA,7,2016,383164,4870,890141
3816,TENERIFE SUR,7,2016,878645,5340,213677
3817,VALENCIA,7,2016,628574,6547,1040288
3818,VALLADOLID,7,2016,21748,490,1878
3819,VIGO,7,2016,101940,1217,39323
3820,VITORIA,7,2016,940,532,4352398
3821,ZARAGOZA,7,2016,44907,725,7940855
3822,A CORUÑA,8,2016,92677,1561,12959
3823,ADOLFO SUAREZ MADRID-BARAJAS,8,2016,4793219,33202,32123124
3824,ALBACETE,8,2016,17,12,0
3825,ALGECIRAS-HELIPUERTO,8,2016,16,9,0
3826,ALICANTE-ELCHE,8,2016,1447343,9697,376742
3827,ALMERIA,8,2016,117181,1171,32
3828,ASTURIAS,8,2016,142147,1363,6300
3829,BADAJOZ,8,2016,4965,139,0
3830,BARCELONA-EL PRAT J.T.,8,2016,4701329,30462,10198274
3831,BILBAO,8,2016,469067,4209,213955
3832,BURGOS,8,2016,695,246,0
3833,CEUTA-HELIPUERTO,8,2016,113,30,0
3834,CORDOBA,8,2016,656,590,0
3835,EL HIERRO,8,2016,16317,342,6087
3836,FGL GRANADA-JAEN,8,2016,56081,820,10
3837,FUERTEVENTURA,8,2016,543667,4283,71936
3838,GIRONA-COSTA BRAVA,8,2016,257894,2412,4149
3839,GRAN CANARIA,8,2016,1012590,9136,1498053
3840,HUESCA-PIRINEOS,8,2016,15,461,0
3841,IBIZA,8,2016,1390022,12992,200519
3842,JEREZ DE LA FRONTERA,8,2016,108988,4924,2
3843,LA GOMERA,8,2016,4667,190,156
3844,LA PALMA,8,2016,103264,2262,41579
3845,LANZAROTE-CESAR MANRIQUE,8,2016,642514,5032,143293
3846,LEON,8,2016,7077,270,0
3847,LOGROÑO,8,2016,1150,134,0
3848,MADRID-CUATRO VIENTOS,8,2016,111,3109,0
3849,MALAGA-COSTA DEL SOL,8,2016,1952266,14099,227069
3850,MELILLA,8,2016,32417,747,10144
3851,MENORCA,8,2016,653481,5473,147215
3852,MURCIA-SAN JAVIER,8,2016,144800,1000,0
3853,PALMA DE MALLORCA,8,2016,3982477,28077,901444
3854,PAMPLONA,8,2016,9659,463,0
3855,REUS,8,2016,156129,1709,0
3856,SABADELL,8,2016,455,3210,0
3857,SALAMANCA,8,2016,2390,1068,0
3858,SAN SEBASTIAN,8,2016,17382,599,627
3859,SANTIAGO-ROSALIA DE CASTRO,8,2016,276931,2374,176334
3860,SEVE BALLESTEROS-SANTANDER,8,2016,83049,1009,0
3861,SEVILLA,8,2016,419312,3937,461907
3862,SON BONET,8,2016,658,1684,0
3863,TENERIFE NORTE-C. LA LAGUNA,8,2016,404383,5076,960344
3864,TENERIFE SUR,8,2016,916845,5386,222818
3865,VALENCIA,8,2016,680102,6542,803677
3866,VALLADOLID,8,2016,24418,491,0
3867,VIGO,8,2016,102230,1291,31079
3868,VITORIA,8,2016,1050,541,3649702
3869,ZARAGOZA,8,2016,46776,747,11534527
3870,A CORUÑA,9,2016,97504,1356,14556
3871,ADOLFO SUAREZ MADRID-BARAJAS,9,2016,4610324,33425,35335824
3872,ALBACETE,9,2016,46,21,0
3873,ALGECIRAS-HELIPUERTO,9,2016,0,2,0
3874,ALICANTE-ELCHE,9,2016,1295675,8737,439483
3875,ALMERIA,9,2016,104446,1194,580
3876,ASTURIAS,9,2016,125618,1121,3336
3877,BADAJOZ,9,2016,2842,131,0
3878,BARCELONA-EL PRAT J.T.,9,2016,4359940,29230,11654881
3879,BILBAO,9,2016,439266,4131,282520
3880,BURGOS,9,2016,520,194,0
3881,CEUTA-HELIPUERTO,9,2016,55,18,0
3882,CORDOBA,9,2016,809,716,0
3883,EL HIERRO,9,2016,14252,328,6319
3884,FGL GRANADA-JAEN,9,2016,67185,893,991
3885,FUERTEVENTURA,9,2016,460974,3760,78463
3886,GIRONA-COSTA BRAVA,9,2016,200199,1868,3317
3887,GRAN CANARIA,9,2016,886049,8392,1437097
3888,HUESCA-PIRINEOS,9,2016,5,374,0
